AGENCY	Site	Date	Q	Status
USGS	11523200	1964-10-16	30.0	A
USGS	11523200	1964-10-17	30.0	A
USGS	11523200	1964-10-18	30.0	A
USGS	11523200	1964-10-19	30.0	A
USGS	11523200	1964-10-20	29.0	A
USGS	11523200	1964-10-21	29.0	A
USGS	11523200	1964-10-22	29.0	A
USGS	11523200	1964-10-23	29.0	A
USGS	11523200	1964-10-24	29.0	A
USGS	11523200	1964-10-25	29.0	A
USGS	11523200	1964-10-26	30.0	A
USGS	11523200	1964-10-27	54.0	A
USGS	11523200	1964-10-28	116	A
USGS	11523200	1964-10-29	174	A
USGS	11523200	1964-10-30	99.0	A
USGS	11523200	1964-10-31	61.0	A
USGS	11523200	1964-11-01	93.0	A
USGS	11523200	1964-11-02	132	A
USGS	11523200	1964-11-03	87.0	A
USGS	11523200	1964-11-04	65.0	A
USGS	11523200	1964-11-05	59.0	A
USGS	11523200	1964-11-06	53.0	A
USGS	11523200	1964-11-07	51.0	A
USGS	11523200	1964-11-08	128	A
USGS	11523200	1964-11-09	320	A
USGS	11523200	1964-11-10	194	A
USGS	11523200	1964-11-11	154	A
USGS	11523200	1964-11-12	141	A
USGS	11523200	1964-11-13	116	A
USGS	11523200	1964-11-14	101	A
USGS	11523200	1964-11-15	89.0	A
USGS	11523200	1964-11-16	87.0	A
USGS	11523200	1964-11-17	83.0	A
USGS	11523200	1964-11-18	80.0	A
USGS	11523200	1964-11-19	80.0	A
USGS	11523200	1964-11-20	80.0	A
USGS	11523200	1964-11-21	81.0	A
USGS	11523200	1964-11-22	87.0	A
USGS	11523200	1964-11-23	87.0	A
USGS	11523200	1964-11-24	150	A
USGS	11523200	1964-11-25	312	A
USGS	11523200	1964-11-26	230	A
USGS	11523200	1964-11-27	186	A
USGS	11523200	1964-11-28	186	A
USGS	11523200	1964-11-29	184	A
USGS	11523200	1964-11-30	236	A
USGS	11523200	1964-12-01	595	A
USGS	11523200	1964-12-02	494	A
USGS	11523200	1964-12-03	341	A
USGS	11523200	1964-12-04	260	A
USGS	11523200	1964-12-05	213	A
USGS	11523200	1964-12-06	184	A
USGS	11523200	1964-12-07	168	A
USGS	11523200	1964-12-08	181	A
USGS	11523200	1964-12-09	260	A
USGS	11523200	1964-12-10	669	A
USGS	11523200	1964-12-11	786	A
USGS	11523200	1964-12-12	444	A
USGS	11523200	1964-12-13	333	A
USGS	11523200	1964-12-14	286	A
USGS	11523200	1964-12-15	251	A
USGS	11523200	1964-12-16	219	A
USGS	11523200	1964-12-17	193	A
USGS	11523200	1964-12-18	188	A
USGS	11523200	1964-12-19	197	A
USGS	11523200	1964-12-20	282	A
USGS	11523200	1964-12-21	4820	A
USGS	11523200	1964-12-22	17100	A
USGS	11523200	1964-12-23	8730	A
USGS	11523200	1964-12-24	4880	A
USGS	11523200	1964-12-25	3060	A
USGS	11523200	1964-12-26	2600	A
USGS	11523200	1964-12-27	1920	A
USGS	11523200	1964-12-28	1310	A
USGS	11523200	1964-12-29	1020	A
USGS	11523200	1964-12-30	832	A
USGS	11523200	1964-12-31	686	A
USGS	11523200	1965-01-01	598	A
USGS	11523200	1965-01-02	558	A
USGS	11523200	1965-01-03	528	A
USGS	11523200	1965-01-04	486	A
USGS	11523200	1965-01-05	585	A
USGS	11523200	1965-01-06	639	A
USGS	11523200	1965-01-07	541	A
USGS	11523200	1965-01-08	455	A
USGS	11523200	1965-01-09	412	A
USGS	11523200	1965-01-10	409	A
USGS	11523200	1965-01-11	499	A
USGS	11523200	1965-01-12	476	A
USGS	11523200	1965-01-13	445	A
USGS	11523200	1965-01-14	441	A
USGS	11523200	1965-01-15	517	A
USGS	11523200	1965-01-16	600	A
USGS	11523200	1965-01-17	630	A
USGS	11523200	1965-01-18	686	A
USGS	11523200	1965-01-19	764	A
USGS	11523200	1965-01-20	716	A
USGS	11523200	1965-01-21	660	A
USGS	11523200	1965-01-22	585	A
USGS	11523200	1965-01-23	1060	A
USGS	11523200	1965-01-24	1120	A
USGS	11523200	1965-01-25	794	A
USGS	11523200	1965-01-26	655	A
USGS	11523200	1965-01-27	577	A
USGS	11523200	1965-01-28	532	A
USGS	11523200	1965-01-29	564	A
USGS	11523200	1965-01-30	756	A
USGS	11523200	1965-01-31	806	A
USGS	11523200	1965-02-01	750	A
USGS	11523200	1965-02-02	685	A
USGS	11523200	1965-02-03	635	A
USGS	11523200	1965-02-04	620	A
USGS	11523200	1965-02-05	650	A
USGS	11523200	1965-02-06	595	A
USGS	11523200	1965-02-07	536	A
USGS	11523200	1965-02-08	496	A
USGS	11523200	1965-02-09	464	A
USGS	11523200	1965-02-10	428	A
USGS	11523200	1965-02-11	398	A
USGS	11523200	1965-02-12	381	A
USGS	11523200	1965-02-13	372	A
USGS	11523200	1965-02-14	361	A
USGS	11523200	1965-02-15	342	A
USGS	11523200	1965-02-16	334	A
USGS	11523200	1965-02-17	334	A
USGS	11523200	1965-02-18	353	A
USGS	11523200	1965-02-19	372	A
USGS	11523200	1965-02-20	398	A
USGS	11523200	1965-02-21	411	A
USGS	11523200	1965-02-22	420	A
USGS	11523200	1965-02-23	394	A
USGS	11523200	1965-02-24	381	A
USGS	11523200	1965-02-25	364	A
USGS	11523200	1965-02-26	372	A
USGS	11523200	1965-02-27	424	A
USGS	11523200	1965-02-28	372	A
USGS	11523200	1965-03-01	357	A
USGS	11523200	1965-03-02	345	A
USGS	11523200	1965-03-03	338	A
USGS	11523200	1965-03-04	338	A
USGS	11523200	1965-03-05	342	A
USGS	11523200	1965-03-06	330	A
USGS	11523200	1965-03-07	330	A
USGS	11523200	1965-03-08	342	A
USGS	11523200	1965-03-09	361	A
USGS	11523200	1965-03-10	389	A
USGS	11523200	1965-03-11	411	A
USGS	11523200	1965-03-12	424	A
USGS	11523200	1965-03-13	398	A
USGS	11523200	1965-03-14	402	A
USGS	11523200	1965-03-15	420	A
USGS	11523200	1965-03-16	433	A
USGS	11523200	1965-03-17	433	A
USGS	11523200	1965-03-18	402	A
USGS	11523200	1965-03-19	385	A
USGS	11523200	1965-03-20	389	A
USGS	11523200	1965-03-21	438	A
USGS	11523200	1965-03-22	487	A
USGS	11523200	1965-03-23	487	A
USGS	11523200	1965-03-24	464	A
USGS	11523200	1965-03-25	428	A
USGS	11523200	1965-03-26	411	A
USGS	11523200	1965-03-27	381	A
USGS	11523200	1965-03-28	368	A
USGS	11523200	1965-03-29	372	A
USGS	11523200	1965-03-30	402	A
USGS	11523200	1965-03-31	398	A
USGS	11523200	1965-04-01	446	A
USGS	11523200	1965-04-02	438	A
USGS	11523200	1965-04-03	394	A
USGS	11523200	1965-04-04	415	A
USGS	11523200	1965-04-05	469	A
USGS	11523200	1965-04-06	446	A
USGS	11523200	1965-04-07	411	A
USGS	11523200	1965-04-08	398	A
USGS	11523200	1965-04-09	394	A
USGS	11523200	1965-04-10	372	A
USGS	11523200	1965-04-11	361	A
USGS	11523200	1965-04-12	381	A
USGS	11523200	1965-04-13	433	A
USGS	11523200	1965-04-14	541	A
USGS	11523200	1965-04-15	879	A
USGS	11523200	1965-04-16	982	A
USGS	11523200	1965-04-17	740	A
USGS	11523200	1965-04-18	866	A
USGS	11523200	1965-04-19	1550	A
USGS	11523200	1965-04-20	2000	A
USGS	11523200	1965-04-21	1970	A
USGS	11523200	1965-04-22	1500	A
USGS	11523200	1965-04-23	1300	A
USGS	11523200	1965-04-24	1330	A
USGS	11523200	1965-04-25	1390	A
USGS	11523200	1965-04-26	1580	A
USGS	11523200	1965-04-27	1760	A
USGS	11523200	1965-04-28	1990	A
USGS	11523200	1965-04-29	1900	A
USGS	11523200	1965-04-30	1650	A
USGS	11523200	1965-05-01	1340	A
USGS	11523200	1965-05-02	1100	A
USGS	11523200	1965-05-03	982	A
USGS	11523200	1965-05-04	958	A
USGS	11523200	1965-05-05	899	A
USGS	11523200	1965-05-06	730	A
USGS	11523200	1965-05-07	665	A
USGS	11523200	1965-05-08	667	A
USGS	11523200	1965-05-09	699	A
USGS	11523200	1965-05-10	766	A
USGS	11523200	1965-05-11	873	A
USGS	11523200	1965-05-12	978	A
USGS	11523200	1965-05-13	1020	A
USGS	11523200	1965-05-14	980	A
USGS	11523200	1965-05-15	980	A
USGS	11523200	1965-05-16	1070	A
USGS	11523200	1965-05-17	964	A
USGS	11523200	1965-05-18	853	A
USGS	11523200	1965-05-19	860	A
USGS	11523200	1965-05-20	791	A
USGS	11523200	1965-05-21	740	A
USGS	11523200	1965-05-22	674	A
USGS	11523200	1965-05-23	594	A
USGS	11523200	1965-05-24	565	A
USGS	11523200	1965-05-25	567	A
USGS	11523200	1965-05-26	605	A
USGS	11523200	1965-05-27	685	A
USGS	11523200	1965-05-28	745	A
USGS	11523200	1965-05-29	745	A
USGS	11523200	1965-05-30	722	A
USGS	11523200	1965-05-31	664	A
USGS	11523200	1965-06-01	576	A
USGS	11523200	1965-06-02	551	A
USGS	11523200	1965-06-03	574	A
USGS	11523200	1965-06-04	573	A
USGS	11523200	1965-06-05	568	A
USGS	11523200	1965-06-06	545	A
USGS	11523200	1965-06-07	486	A
USGS	11523200	1965-06-08	418	A
USGS	11523200	1965-06-09	402	A
USGS	11523200	1965-06-10	392	A
USGS	11523200	1965-06-11	376	A
USGS	11523200	1965-06-12	337	A
USGS	11523200	1965-06-13	293	A
USGS	11523200	1965-06-14	295	A
USGS	11523200	1965-06-15	266	A
USGS	11523200	1965-06-16	238	A
USGS	11523200	1965-06-17	250	A
USGS	11523200	1965-06-18	250	A
USGS	11523200	1965-06-19	229	A
USGS	11523200	1965-06-20	216	A
USGS	11523200	1965-06-21	208	A
USGS	11523200	1965-06-22	256	A
USGS	11523200	1965-06-23	337	A
USGS	11523200	1965-06-24	242	A
USGS	11523200	1965-06-25	209	A
USGS	11523200	1965-06-26	199	A
USGS	11523200	1965-06-27	173	A
USGS	11523200	1965-06-28	158	A
USGS	11523200	1965-06-29	150	A
USGS	11523200	1965-06-30	148	A
USGS	11523200	1965-07-01	146	A
USGS	11523200	1965-07-02	134	A
USGS	11523200	1965-07-03	128	A
USGS	11523200	1965-07-04	121	A
USGS	11523200	1965-07-05	114	A
USGS	11523200	1965-07-06	111	A
USGS	11523200	1965-07-07	106	A
USGS	11523200	1965-07-08	116	A
USGS	11523200	1965-07-09	102	A
USGS	11523200	1965-07-10	98.0	A
USGS	11523200	1965-07-11	95.0	A
USGS	11523200	1965-07-12	92.0	A
USGS	11523200	1965-07-13	88.0	A
USGS	11523200	1965-07-14	85.0	A
USGS	11523200	1965-07-15	81.0	A
USGS	11523200	1965-07-16	79.0	A
USGS	11523200	1965-07-17	83.0	A
USGS	11523200	1965-07-18	78.0	A
USGS	11523200	1965-07-19	74.0	A
USGS	11523200	1965-07-20	72.0	A
USGS	11523200	1965-07-21	71.0	A
USGS	11523200	1965-07-22	69.0	A
USGS	11523200	1965-07-23	66.0	A
USGS	11523200	1965-07-24	64.0	A
USGS	11523200	1965-07-25	63.0	A
USGS	11523200	1965-07-26	63.0	A
USGS	11523200	1965-07-27	61.0	A
USGS	11523200	1965-07-28	60.0	A
USGS	11523200	1965-07-29	57.0	A
USGS	11523200	1965-07-30	55.0	A
USGS	11523200	1965-07-31	55.0	A
USGS	11523200	1965-08-01	58.0	A
USGS	11523200	1965-08-02	62.0	A
USGS	11523200	1965-08-03	71.0	A
USGS	11523200	1965-08-04	60.0	A
USGS	11523200	1965-08-05	57.0	A
USGS	11523200	1965-08-06	54.0	A
USGS	11523200	1965-08-07	52.0	A
USGS	11523200	1965-08-08	51.0	A
USGS	11523200	1965-08-09	49.0	A
USGS	11523200	1965-08-10	49.0	A
USGS	11523200	1965-08-11	62.0	A
USGS	11523200	1965-08-12	95.0	A
USGS	11523200	1965-08-13	66.0	A
USGS	11523200	1965-08-14	58.0	A
USGS	11523200	1965-08-15	54.0	A
USGS	11523200	1965-08-16	52.0	A
USGS	11523200	1965-08-17	57.0	A
USGS	11523200	1965-08-18	81.0	A
USGS	11523200	1965-08-19	78.0	A
USGS	11523200	1965-08-20	63.0	A
USGS	11523200	1965-08-21	67.0	A
USGS	11523200	1965-08-22	63.0	A
USGS	11523200	1965-08-23	59.0	A
USGS	11523200	1965-08-24	60.0	A
USGS	11523200	1965-08-25	66.0	A
USGS	11523200	1965-08-26	60.0	A
USGS	11523200	1965-08-27	55.0	A
USGS	11523200	1965-08-28	53.0	A
USGS	11523200	1965-08-29	50.0	A
USGS	11523200	1965-08-30	48.0	A
USGS	11523200	1965-08-31	47.0	A
USGS	11523200	1965-09-01	46.0	A
USGS	11523200	1965-09-02	50.0	A
USGS	11523200	1965-09-03	46.0	A
USGS	11523200	1965-09-04	44.0	A
USGS	11523200	1965-09-05	44.0	A
USGS	11523200	1965-09-06	45.0	A
USGS	11523200	1965-09-07	44.0	A
USGS	11523200	1965-09-08	43.0	A
USGS	11523200	1965-09-09	42.0	A
USGS	11523200	1965-09-10	41.0	A
USGS	11523200	1965-09-11	41.0	A
USGS	11523200	1965-09-12	40.0	A
USGS	11523200	1965-09-13	39.0	A
USGS	11523200	1965-09-14	39.0	A
USGS	11523200	1965-09-15	38.0	A
USGS	11523200	1965-09-16	37.0	A
USGS	11523200	1965-09-17	37.0	A
USGS	11523200	1965-09-18	38.0	A
USGS	11523200	1965-09-19	38.0	A
USGS	11523200	1965-09-20	38.0	A
USGS	11523200	1965-09-21	36.0	A
USGS	11523200	1965-09-22	36.0	A
USGS	11523200	1965-09-23	36.0	A
USGS	11523200	1965-09-24	34.0	A
USGS	11523200	1965-09-25	34.0	A
USGS	11523200	1965-09-26	34.0	A
USGS	11523200	1965-09-27	34.0	A
USGS	11523200	1965-09-28	35.0	A
USGS	11523200	1965-09-29	34.0	A
USGS	11523200	1965-09-30	33.0	A
USGS	11523200	1965-10-01	33.0	A
USGS	11523200	1965-10-02	31.0	A
USGS	11523200	1965-10-03	31.0	A
USGS	11523200	1965-10-04	31.0	A
USGS	11523200	1965-10-05	34.0	A
USGS	11523200	1965-10-06	35.0	A
USGS	11523200	1965-10-07	33.0	A
USGS	11523200	1965-10-08	31.0	A
USGS	11523200	1965-10-09	31.0	A
USGS	11523200	1965-10-10	31.0	A
USGS	11523200	1965-10-11	31.0	A
USGS	11523200	1965-10-12	31.0	A
USGS	11523200	1965-10-13	30.0	A
USGS	11523200	1965-10-14	33.0	A
USGS	11523200	1965-10-15	35.0	A
USGS	11523200	1965-10-16	34.0	A
USGS	11523200	1965-10-17	34.0	A
USGS	11523200	1965-10-18	34.0	A
USGS	11523200	1965-10-19	34.0	A
USGS	11523200	1965-10-20	34.0	A
USGS	11523200	1965-10-21	33.0	A
USGS	11523200	1965-10-22	31.0	A
USGS	11523200	1965-10-23	31.0	A
USGS	11523200	1965-10-24	33.0	A
USGS	11523200	1965-10-25	31.0	A
USGS	11523200	1965-10-26	31.0	A
USGS	11523200	1965-10-27	31.0	A
USGS	11523200	1965-10-28	33.0	A
USGS	11523200	1965-10-29	33.0	A
USGS	11523200	1965-10-30	31.0	A
USGS	11523200	1965-10-31	31.0	A
USGS	11523200	1965-11-01	31.0	A
USGS	11523200	1965-11-02	33.0	A
USGS	11523200	1965-11-03	35.0	A
USGS	11523200	1965-11-04	50.0	A
USGS	11523200	1965-11-05	44.0	A
USGS	11523200	1965-11-06	40.0	A
USGS	11523200	1965-11-07	89.0	A
USGS	11523200	1965-11-08	169	A
USGS	11523200	1965-11-09	68.0	A
USGS	11523200	1965-11-10	54.0	A
USGS	11523200	1965-11-11	61.0	A
USGS	11523200	1965-11-12	191	A
USGS	11523200	1965-11-13	530	A
USGS	11523200	1965-11-14	979	A
USGS	11523200	1965-11-15	979	A
USGS	11523200	1965-11-16	472	A
USGS	11523200	1965-11-17	993	A
USGS	11523200	1965-11-18	1260	A
USGS	11523200	1965-11-19	824	A
USGS	11523200	1965-11-20	522	A
USGS	11523200	1965-11-21	385	A
USGS	11523200	1965-11-22	313	A
USGS	11523200	1965-11-23	282	A
USGS	11523200	1965-11-24	301	A
USGS	11523200	1965-11-25	274	A
USGS	11523200	1965-11-26	236	A
USGS	11523200	1965-11-27	209	A
USGS	11523200	1965-11-28	194	A
USGS	11523200	1965-11-29	188	A
USGS	11523200	1965-11-30	182	A
USGS	11523200	1965-12-01	180	A
USGS	11523200	1965-12-02	177	A
USGS	11523200	1965-12-03	185	A
USGS	11523200	1965-12-04	197	A
USGS	11523200	1965-12-05	264	A
USGS	11523200	1965-12-06	341	A
USGS	11523200	1965-12-07	321	A
USGS	11523200	1965-12-08	293	A
USGS	11523200	1965-12-09	268	A
USGS	11523200	1965-12-10	236	A
USGS	11523200	1965-12-11	218	A
USGS	11523200	1965-12-12	200	A
USGS	11523200	1965-12-13	185	A
USGS	11523200	1965-12-14	169	A
USGS	11523200	1965-12-15	150	A
USGS	11523200	1965-12-16	146	A
USGS	11523200	1965-12-17	140	A
USGS	11523200	1965-12-18	138	A
USGS	11523200	1965-12-19	131	A
USGS	11523200	1965-12-20	129	A
USGS	11523200	1965-12-21	126	A
USGS	11523200	1965-12-22	120	A
USGS	11523200	1965-12-23	115	A
USGS	11523200	1965-12-24	138	A
USGS	11523200	1965-12-25	118	A
USGS	11523200	1965-12-26	111	A
USGS	11523200	1965-12-27	133	A
USGS	11523200	1965-12-28	285	A
USGS	11523200	1965-12-29	215	A
USGS	11523200	1965-12-30	172	A
USGS	11523200	1965-12-31	150	A
USGS	11523200	1966-01-01	136	A
USGS	11523200	1966-01-02	133	A
USGS	11523200	1966-01-03	143	A
USGS	11523200	1966-01-04	197	A
USGS	11523200	1966-01-05	232	A
USGS	11523200	1966-01-06	317	A
USGS	11523200	1966-01-07	333	A
USGS	11523200	1966-01-08	317	A
USGS	11523200	1966-01-09	297	A
USGS	11523200	1966-01-10	264	A
USGS	11523200	1966-01-11	236	A
USGS	11523200	1966-01-12	215	A
USGS	11523200	1966-01-13	203	A
USGS	11523200	1966-01-14	194	A
USGS	11523200	1966-01-15	218	A
USGS	11523200	1966-01-16	274	A
USGS	11523200	1966-01-17	271	A
USGS	11523200	1966-01-18	264	A
USGS	11523200	1966-01-19	250	A
USGS	11523200	1966-01-20	236	A
USGS	11523200	1966-01-21	222	A
USGS	11523200	1966-01-22	213	A
USGS	11523200	1966-01-23	202	A
USGS	11523200	1966-01-24	190	A
USGS	11523200	1966-01-25	183	A
USGS	11523200	1966-01-26	173	A
USGS	11523200	1966-01-27	170	A
USGS	11523200	1966-01-28	170	A
USGS	11523200	1966-01-29	260	A
USGS	11523200	1966-01-30	272	A
USGS	11523200	1966-01-31	246	A
USGS	11523200	1966-02-01	220	A
USGS	11523200	1966-02-02	190	A
USGS	11523200	1966-02-03	202	A
USGS	11523200	1966-02-04	370	A
USGS	11523200	1966-02-05	340	A
USGS	11523200	1966-02-06	300	A
USGS	11523200	1966-02-07	266	A
USGS	11523200	1966-02-08	240	A
USGS	11523200	1966-02-09	225	A
USGS	11523200	1966-02-10	209	A
USGS	11523200	1966-02-11	203	A
USGS	11523200	1966-02-12	194	A
USGS	11523200	1966-02-13	185	A
USGS	11523200	1966-02-14	182	A
USGS	11523200	1966-02-15	182	A
USGS	11523200	1966-02-16	185	A
USGS	11523200	1966-02-17	194	A
USGS	11523200	1966-02-18	206	A
USGS	11523200	1966-02-19	236	A
USGS	11523200	1966-02-20	226	A
USGS	11523200	1966-02-21	222	A
USGS	11523200	1966-02-22	243	A
USGS	11523200	1966-02-23	274	A
USGS	11523200	1966-02-24	325	A
USGS	11523200	1966-02-25	300	A
USGS	11523200	1966-02-26	287	A
USGS	11523200	1966-02-27	285	A
USGS	11523200	1966-02-28	282	A
USGS	11523200	1966-03-01	278	A
USGS	11523200	1966-03-02	258	A
USGS	11523200	1966-03-03	246	A
USGS	11523200	1966-03-04	245	A
USGS	11523200	1966-03-05	250	A
USGS	11523200	1966-03-06	268	A
USGS	11523200	1966-03-07	305	A
USGS	11523200	1966-03-08	390	A
USGS	11523200	1966-03-09	730	A
USGS	11523200	1966-03-10	937	A
USGS	11523200	1966-03-11	782	A
USGS	11523200	1966-03-12	810	A
USGS	11523200	1966-03-13	1050	A
USGS	11523200	1966-03-14	1040	A
USGS	11523200	1966-03-15	950	A
USGS	11523200	1966-03-16	730	A
USGS	11523200	1966-03-17	605	A
USGS	11523200	1966-03-18	550	A
USGS	11523200	1966-03-19	505	A
USGS	11523200	1966-03-20	470	A
USGS	11523200	1966-03-21	450	A
USGS	11523200	1966-03-22	430	A
USGS	11523200	1966-03-23	435	A
USGS	11523200	1966-03-24	485	A
USGS	11523200	1966-03-25	620	A
USGS	11523200	1966-03-26	765	A
USGS	11523200	1966-03-27	1000	A
USGS	11523200	1966-03-28	1260	A
USGS	11523200	1966-03-29	1450	A
USGS	11523200	1966-03-30	1670	A
USGS	11523200	1966-03-31	1930	A
USGS	11523200	1966-04-01	2050	A
USGS	11523200	1966-04-02	1930	A
USGS	11523200	1966-04-03	1800	A
USGS	11523200	1966-04-04	1750	A
USGS	11523200	1966-04-05	1830	A
USGS	11523200	1966-04-06	1930	A
USGS	11523200	1966-04-07	2020	A
USGS	11523200	1966-04-08	2020	A
USGS	11523200	1966-04-09	2040	A
USGS	11523200	1966-04-10	1820	A
USGS	11523200	1966-04-11	1500	A
USGS	11523200	1966-04-12	1210	A
USGS	11523200	1966-04-13	1070	A
USGS	11523200	1966-04-14	1090	A
USGS	11523200	1966-04-15	1240	A
USGS	11523200	1966-04-16	1720	A
USGS	11523200	1966-04-17	1860	A
USGS	11523200	1966-04-18	1380	A
USGS	11523200	1966-04-19	1200	A
USGS	11523200	1966-04-20	1080	A
USGS	11523200	1966-04-21	1030	A
USGS	11523200	1966-04-22	1080	A
USGS	11523200	1966-04-23	1210	A
USGS	11523200	1966-04-24	1420	A
USGS	11523200	1966-04-25	1620	A
USGS	11523200	1966-04-26	1500	A
USGS	11523200	1966-04-27	1230	A
USGS	11523200	1966-04-28	1140	A
USGS	11523200	1966-04-29	1100	A
USGS	11523200	1966-04-30	1130	A
USGS	11523200	1966-05-01	1230	A
USGS	11523200	1966-05-02	1390	A
USGS	11523200	1966-05-03	1520	A
USGS	11523200	1966-05-04	1800	A
USGS	11523200	1966-05-05	2000	A
USGS	11523200	1966-05-06	1670	A
USGS	11523200	1966-05-07	1430	A
USGS	11523200	1966-05-08	1390	A
USGS	11523200	1966-05-09	1500	A
USGS	11523200	1966-05-10	1410	A
USGS	11523200	1966-05-11	1200	A
USGS	11523200	1966-05-12	1100	A
USGS	11523200	1966-05-13	1080	A
USGS	11523200	1966-05-14	986	A
USGS	11523200	1966-05-15	860	A
USGS	11523200	1966-05-16	818	A
USGS	11523200	1966-05-17	806	A
USGS	11523200	1966-05-18	836	A
USGS	11523200	1966-05-19	916	A
USGS	11523200	1966-05-20	993	A
USGS	11523200	1966-05-21	979	A
USGS	11523200	1966-05-22	806	A
USGS	11523200	1966-05-23	670	A
USGS	11523200	1966-05-24	675	A
USGS	11523200	1966-05-25	704	A
USGS	11523200	1966-05-26	698	A
USGS	11523200	1966-05-27	655	A
USGS	11523200	1966-05-28	660	A
USGS	11523200	1966-05-29	540	A
USGS	11523200	1966-05-30	512	A
USGS	11523200	1966-05-31	441	A
USGS	11523200	1966-06-01	373	A
USGS	11523200	1966-06-02	337	A
USGS	11523200	1966-06-03	293	A
USGS	11523200	1966-06-04	271	A
USGS	11523200	1966-06-05	264	A
USGS	11523200	1966-06-06	285	A
USGS	11523200	1966-06-07	274	A
USGS	11523200	1966-06-08	329	A
USGS	11523200	1966-06-09	313	A
USGS	11523200	1966-06-10	289	A
USGS	11523200	1966-06-11	260	A
USGS	11523200	1966-06-12	240	A
USGS	11523200	1966-06-13	243	A
USGS	11523200	1966-06-14	254	A
USGS	11523200	1966-06-15	243	A
USGS	11523200	1966-06-16	222	A
USGS	11523200	1966-06-17	200	A
USGS	11523200	1966-06-18	185	A
USGS	11523200	1966-06-19	174	A
USGS	11523200	1966-06-20	163	A
USGS	11523200	1966-06-21	150	A
USGS	11523200	1966-06-22	146	A
USGS	11523200	1966-06-23	138	A
USGS	11523200	1966-06-24	131	A
USGS	11523200	1966-06-25	124	A
USGS	11523200	1966-06-26	120	A
USGS	11523200	1966-06-27	115	A
USGS	11523200	1966-06-28	111	A
USGS	11523200	1966-06-29	111	A
USGS	11523200	1966-06-30	107	A
USGS	11523200	1966-07-01	103	A
USGS	11523200	1966-07-02	103	A
USGS	11523200	1966-07-03	101	A
USGS	11523200	1966-07-04	97.0	A
USGS	11523200	1966-07-05	91.0	A
USGS	11523200	1966-07-06	89.0	A
USGS	11523200	1966-07-07	87.0	A
USGS	11523200	1966-07-08	86.0	A
USGS	11523200	1966-07-09	84.0	A
USGS	11523200	1966-07-10	84.0	A
USGS	11523200	1966-07-11	82.0	A
USGS	11523200	1966-07-12	78.0	A
USGS	11523200	1966-07-13	78.0	A
USGS	11523200	1966-07-14	77.0	A
USGS	11523200	1966-07-15	75.0	A
USGS	11523200	1966-07-16	73.0	A
USGS	11523200	1966-07-17	73.0	A
USGS	11523200	1966-07-18	71.0	A
USGS	11523200	1966-07-19	70.0	A
USGS	11523200	1966-07-20	66.0	A
USGS	11523200	1966-07-21	64.0	A
USGS	11523200	1966-07-22	61.0	A
USGS	11523200	1966-07-23	59.0	A
USGS	11523200	1966-07-24	59.0	A
USGS	11523200	1966-07-25	58.0	A
USGS	11523200	1966-07-26	56.0	A
USGS	11523200	1966-07-27	54.0	A
USGS	11523200	1966-07-28	54.0	A
USGS	11523200	1966-07-29	53.0	A
USGS	11523200	1966-07-30	53.0	A
USGS	11523200	1966-07-31	53.0	A
USGS	11523200	1966-08-01	53.0	A
USGS	11523200	1966-08-02	52.0	A
USGS	11523200	1966-08-03	50.0	A
USGS	11523200	1966-08-04	48.0	A
USGS	11523200	1966-08-05	47.0	A
USGS	11523200	1966-08-06	47.0	A
USGS	11523200	1966-08-07	46.0	A
USGS	11523200	1966-08-08	44.0	A
USGS	11523200	1966-08-09	44.0	A
USGS	11523200	1966-08-10	42.0	A
USGS	11523200	1966-08-11	42.0	A
USGS	11523200	1966-08-12	42.0	A
USGS	11523200	1966-08-13	41.0	A
USGS	11523200	1966-08-14	41.0	A
USGS	11523200	1966-08-15	40.0	A
USGS	11523200	1966-08-16	40.0	A
USGS	11523200	1966-08-17	38.0	A
USGS	11523200	1966-08-18	40.0	A
USGS	11523200	1966-08-19	40.0	A
USGS	11523200	1966-08-20	37.0	A
USGS	11523200	1966-08-21	37.0	A
USGS	11523200	1966-08-22	35.0	A
USGS	11523200	1966-08-23	35.0	A
USGS	11523200	1966-08-24	35.0	A
USGS	11523200	1966-08-25	35.0	A
USGS	11523200	1966-08-26	35.0	A
USGS	11523200	1966-08-27	37.0	A
USGS	11523200	1966-08-28	35.0	A
USGS	11523200	1966-08-29	35.0	A
USGS	11523200	1966-08-30	38.0	A
USGS	11523200	1966-08-31	41.0	A
USGS	11523200	1966-09-01	38.0	A
USGS	11523200	1966-09-02	35.0	A
USGS	11523200	1966-09-03	34.0	A
USGS	11523200	1966-09-04	34.0	A
USGS	11523200	1966-09-05	33.0	A
USGS	11523200	1966-09-06	31.0	A
USGS	11523200	1966-09-07	31.0	A
USGS	11523200	1966-09-08	31.0	A
USGS	11523200	1966-09-09	31.0	A
USGS	11523200	1966-09-10	31.0	A
USGS	11523200	1966-09-11	30.0	A
USGS	11523200	1966-09-12	31.0	A
USGS	11523200	1966-09-13	37.0	A
USGS	11523200	1966-09-14	37.0	A
USGS	11523200	1966-09-15	35.0	A
USGS	11523200	1966-09-16	34.0	A
USGS	11523200	1966-09-17	34.0	A
USGS	11523200	1966-09-18	50.0	A
USGS	11523200	1966-09-19	47.0	A
USGS	11523200	1966-09-20	40.0	A
USGS	11523200	1966-09-21	38.0	A
USGS	11523200	1966-09-22	35.0	A
