AGENCY	Site	Date	Q	Status
USGS	11523200	1957-10-01	79.0	A
USGS	11523200	1957-10-02	67.0	A
USGS	11523200	1957-10-03	69.0	A
USGS	11523200	1957-10-04	71.0	A
USGS	11523200	1957-10-05	85.0	A
USGS	11523200	1957-10-06	101	A
USGS	11523200	1957-10-07	110	A
USGS	11523200	1957-10-08	103	A
USGS	11523200	1957-10-09	1050	A
USGS	11523200	1957-10-10	1710	A
USGS	11523200	1957-10-11	987	A
USGS	11523200	1957-10-12	601	A
USGS	11523200	1957-10-13	834	A
USGS	11523200	1957-10-14	537	A
USGS	11523200	1957-10-15	395	A
USGS	11523200	1957-10-16	307	A
USGS	11523200	1957-10-17	264	A
USGS	11523200	1957-10-18	232	A
USGS	11523200	1957-10-19	211	A
USGS	11523200	1957-10-20	194	A
USGS	11523200	1957-10-21	178	A
USGS	11523200	1957-10-22	166	A
USGS	11523200	1957-10-23	905	A
USGS	11523200	1957-10-24	845	A
USGS	11523200	1957-10-25	606	A
USGS	11523200	1957-10-26	476	A
USGS	11523200	1957-10-27	399	A
USGS	11523200	1957-10-28	330	A
USGS	11523200	1957-10-29	291	A
USGS	11523200	1957-10-30	264	A
USGS	11523200	1957-10-31	245	A
USGS	11523200	1957-11-01	225	A
USGS	11523200	1957-11-02	209	A
USGS	11523200	1957-11-03	197	A
USGS	11523200	1957-11-04	190	A
USGS	11523200	1957-11-05	178	A
USGS	11523200	1957-11-06	183	A
USGS	11523200	1957-11-07	161	A
USGS	11523200	1957-11-08	161	A
USGS	11523200	1957-11-09	159	A
USGS	11523200	1957-11-10	185	A
USGS	11523200	1957-11-11	176	A
USGS	11523200	1957-11-12	173	A
USGS	11523200	1957-11-13	1550	A
USGS	11523200	1957-11-14	1490	A
USGS	11523200	1957-11-15	771	A
USGS	11523200	1957-11-16	563	A
USGS	11523200	1957-11-17	452	A
USGS	11523200	1957-11-18	399	A
USGS	11523200	1957-11-19	362	A
USGS	11523200	1957-11-20	334	A
USGS	11523200	1957-11-21	310	A
USGS	11523200	1957-11-22	285	A
USGS	11523200	1957-11-23	272	A
USGS	11523200	1957-11-24	269	A
USGS	11523200	1957-11-25	264	A
USGS	11523200	1957-11-26	253	A
USGS	11523200	1957-11-27	237	A
USGS	11523200	1957-11-28	223	A
USGS	11523200	1957-11-29	211	A
USGS	11523200	1957-11-30	204	A
USGS	11523200	1957-12-01	197	A
USGS	11523200	1957-12-02	185	A
USGS	11523200	1957-12-03	180	A
USGS	11523200	1957-12-04	176	A
USGS	11523200	1957-12-05	178	A
USGS	11523200	1957-12-06	171	A
USGS	11523200	1957-12-07	166	A
USGS	11523200	1957-12-08	159	A
USGS	11523200	1957-12-09	152	A
USGS	11523200	1957-12-10	150	A
USGS	11523200	1957-12-11	147	A
USGS	11523200	1957-12-12	143	A
USGS	11523200	1957-12-13	140	A
USGS	11523200	1957-12-14	138	A
USGS	11523200	1957-12-15	183	A
USGS	11523200	1957-12-16	631	A
USGS	11523200	1957-12-17	558	A
USGS	11523200	1957-12-18	509	A
USGS	11523200	1957-12-19	415	A
USGS	11523200	1957-12-20	436	A
USGS	11523200	1957-12-21	1400	A
USGS	11523200	1957-12-22	813	A
USGS	11523200	1957-12-23	558	A
USGS	11523200	1957-12-24	448	A
USGS	11523200	1957-12-25	387	A
USGS	11523200	1957-12-26	399	A
USGS	11523200	1957-12-27	366	A
USGS	11523200	1957-12-28	354	A
USGS	11523200	1957-12-29	318	A
USGS	11523200	1957-12-30	296	A
USGS	11523200	1957-12-31	288	A
USGS	11523200	1958-01-01	288	A
USGS	11523200	1958-01-02	312	A
USGS	11523200	1958-01-03	299	A
USGS	11523200	1958-01-04	291	A
USGS	11523200	1958-01-05	283	A
USGS	11523200	1958-01-06	280	A
USGS	11523200	1958-01-07	275	A
USGS	11523200	1958-01-08	272	A
USGS	11523200	1958-01-09	285	A
USGS	11523200	1958-01-10	330	A
USGS	11523200	1958-01-11	318	A
USGS	11523200	1958-01-12	411	A
USGS	11523200	1958-01-13	354	A
USGS	11523200	1958-01-14	315	A
USGS	11523200	1958-01-15	318	A
USGS	11523200	1958-01-16	330	A
USGS	11523200	1958-01-17	346	A
USGS	11523200	1958-01-18	354	A
USGS	11523200	1958-01-19	342	A
USGS	11523200	1958-01-20	326	A
USGS	11523200	1958-01-21	304	A
USGS	11523200	1958-01-22	288	A
USGS	11523200	1958-01-23	285	A
USGS	11523200	1958-01-24	283	A
USGS	11523200	1958-01-25	272	A
USGS	11523200	1958-01-26	296	A
USGS	11523200	1958-01-27	291	A
USGS	11523200	1958-01-28	415	A
USGS	11523200	1958-01-29	2240	A
USGS	11523200	1958-01-30	1440	A
USGS	11523200	1958-01-31	893	A
USGS	11523200	1958-02-01	696	A
USGS	11523200	1958-02-02	696	A
USGS	11523200	1958-02-03	717	A
USGS	11523200	1958-02-04	991	A
USGS	11523200	1958-02-05	978	A
USGS	11523200	1958-02-06	1100	A
USGS	11523200	1958-02-07	2600	A
USGS	11523200	1958-02-08	2090	A
USGS	11523200	1958-02-09	1310	A
USGS	11523200	1958-02-10	991	A
USGS	11523200	1958-02-11	882	A
USGS	11523200	1958-02-12	1250	A
USGS	11523200	1958-02-13	1000	A
USGS	11523200	1958-02-14	840	A
USGS	11523200	1958-02-15	1040	A
USGS	11523200	1958-02-16	2450	A
USGS	11523200	1958-02-17	3200	A
USGS	11523200	1958-02-18	6890	A
USGS	11523200	1958-02-19	5100	A
USGS	11523200	1958-02-20	2890	A
USGS	11523200	1958-02-21	1960	A
USGS	11523200	1958-02-22	1520	A
USGS	11523200	1958-02-23	1770	A
USGS	11523200	1958-02-24	9550	A
USGS	11523200	1958-02-25	5130	A
USGS	11523200	1958-02-26	2430	A
USGS	11523200	1958-02-27	1630	A
USGS	11523200	1958-02-28	1250	A
USGS	11523200	1958-03-01	1040	A
USGS	11523200	1958-03-02	906	A
USGS	11523200	1958-03-03	818	A
USGS	11523200	1958-03-04	744	A
USGS	11523200	1958-03-05	696	A
USGS	11523200	1958-03-06	643	A
USGS	11523200	1958-03-07	595	A
USGS	11523200	1958-03-08	558	A
USGS	11523200	1958-03-09	509	A
USGS	11523200	1958-03-10	488	A
USGS	11523200	1958-03-11	468	A
USGS	11523200	1958-03-12	448	A
USGS	11523200	1958-03-13	427	A
USGS	11523200	1958-03-14	411	A
USGS	11523200	1958-03-15	399	A
USGS	11523200	1958-03-16	379	A
USGS	11523200	1958-03-17	362	A
USGS	11523200	1958-03-18	350	A
USGS	11523200	1958-03-19	354	A
USGS	11523200	1958-03-20	638	A
USGS	11523200	1958-03-21	978	A
USGS	11523200	1958-03-22	850	A
USGS	11523200	1958-03-23	919	A
USGS	11523200	1958-03-24	912	A
USGS	11523200	1958-03-25	749	A
USGS	11523200	1958-03-26	627	A
USGS	11523200	1958-03-27	553	A
USGS	11523200	1958-03-28	517	A
USGS	11523200	1958-03-29	542	A
USGS	11523200	1958-03-30	517	A
USGS	11523200	1958-03-31	500	A
USGS	11523200	1958-04-01	563	A
USGS	11523200	1958-04-02	601	A
USGS	11523200	1958-04-03	509	A
USGS	11523200	1958-04-04	484	A
USGS	11523200	1958-04-05	444	A
USGS	11523200	1958-04-06	444	A
USGS	11523200	1958-04-07	427	A
USGS	11523200	1958-04-08	431	A
USGS	11523200	1958-04-09	476	A
USGS	11523200	1958-04-10	670	A
USGS	11523200	1958-04-11	861	A
USGS	11523200	1958-04-12	998	A
USGS	11523200	1958-04-13	1170	A
USGS	11523200	1958-04-14	1370	A
USGS	11523200	1958-04-15	1440	A
USGS	11523200	1958-04-16	1550	A
USGS	11523200	1958-04-17	1770	A
USGS	11523200	1958-04-18	1600	A
USGS	11523200	1958-04-19	1500	A
USGS	11523200	1958-04-20	1660	A
USGS	11523200	1958-04-21	1890	A
USGS	11523200	1958-04-22	1800	A
USGS	11523200	1958-04-23	1270	A
USGS	11523200	1958-04-24	1040	A
USGS	11523200	1958-04-25	932	A
USGS	11523200	1958-04-26	932	A
USGS	11523200	1958-04-27	945	A
USGS	11523200	1958-04-28	1060	A
USGS	11523200	1958-04-29	1200	A
USGS	11523200	1958-04-30	1330	A
USGS	11523200	1958-05-01	1610	A
USGS	11523200	1958-05-02	1910	A
USGS	11523200	1958-05-03	2150	A
USGS	11523200	1958-05-04	2200	A
USGS	11523200	1958-05-05	2450	A
USGS	11523200	1958-05-06	2330	A
USGS	11523200	1958-05-07	2110	A
USGS	11523200	1958-05-08	2280	A
USGS	11523200	1958-05-09	2790	A
USGS	11523200	1958-05-10	3150	A
USGS	11523200	1958-05-11	3790	A
USGS	11523200	1958-05-12	2630	A
USGS	11523200	1958-05-13	1960	A
USGS	11523200	1958-05-14	1900	A
USGS	11523200	1958-05-15	2090	A
USGS	11523200	1958-05-16	2530	A
USGS	11523200	1958-05-17	3040	A
USGS	11523200	1958-05-18	3290	A
USGS	11523200	1958-05-19	3380	A
USGS	11523200	1958-05-20	2740	A
USGS	11523200	1958-05-21	2770	A
USGS	11523200	1958-05-22	2770	A
USGS	11523200	1958-05-23	2880	A
USGS	11523200	1958-05-24	2320	A
USGS	11523200	1958-05-25	2160	A
USGS	11523200	1958-05-26	2140	A
USGS	11523200	1958-05-27	1980	A
USGS	11523200	1958-05-28	1870	A
USGS	11523200	1958-05-29	1660	A
USGS	11523200	1958-05-30	1580	A
USGS	11523200	1958-05-31	1590	A
USGS	11523200	1958-06-01	1620	A
USGS	11523200	1958-06-02	2160	A
USGS	11523200	1958-06-03	1660	A
USGS	11523200	1958-06-04	1370	A
USGS	11523200	1958-06-05	1310	A
USGS	11523200	1958-06-06	1270	A
USGS	11523200	1958-06-07	1160	A
USGS	11523200	1958-06-08	1120	A
USGS	11523200	1958-06-09	1110	A
USGS	11523200	1958-06-10	1090	A
USGS	11523200	1958-06-11	1060	A
USGS	11523200	1958-06-12	1040	A
USGS	11523200	1958-06-13	978	A
USGS	11523200	1958-06-14	1000	A
USGS	11523200	1958-06-15	1090	A
USGS	11523200	1958-06-16	1100	A
USGS	11523200	1958-06-17	1080	A
USGS	11523200	1958-06-18	1080	A
USGS	11523200	1958-06-19	1080	A
USGS	11523200	1958-06-20	932	A
USGS	11523200	1958-06-21	877	A
USGS	11523200	1958-06-22	887	A
USGS	11523200	1958-06-23	781	A
USGS	11523200	1958-06-24	664	A
USGS	11523200	1958-06-25	590	A
USGS	11523200	1958-06-26	574	A
USGS	11523200	1958-06-27	517	A
USGS	11523200	1958-06-28	456	A
USGS	11523200	1958-06-29	415	A
USGS	11523200	1958-06-30	371	A
USGS	11523200	1958-07-01	375	A
USGS	11523200	1958-07-02	362	A
USGS	11523200	1958-07-03	330	A
USGS	11523200	1958-07-04	326	A
USGS	11523200	1958-07-05	310	A
USGS	11523200	1958-07-06	302	A
USGS	11523200	1958-07-07	291	A
USGS	11523200	1958-07-08	277	A
USGS	11523200	1958-07-09	261	A
USGS	11523200	1958-07-10	248	A
USGS	11523200	1958-07-11	237	A
USGS	11523200	1958-07-12	225	A
USGS	11523200	1958-07-13	216	A
USGS	11523200	1958-07-14	201	A
USGS	11523200	1958-07-15	190	A
USGS	11523200	1958-07-16	180	A
USGS	11523200	1958-07-17	209	A
USGS	11523200	1958-07-18	204	A
USGS	11523200	1958-07-19	178	A
USGS	11523200	1958-07-20	169	A
USGS	11523200	1958-07-21	164	A
USGS	11523200	1958-07-22	169	A
USGS	11523200	1958-07-23	241	A
USGS	11523200	1958-07-24	262	A
USGS	11523200	1958-07-25	209	A
USGS	11523200	1958-07-26	178	A
USGS	11523200	1958-07-27	161	A
USGS	11523200	1958-07-28	147	A
USGS	11523200	1958-07-29	150	A
USGS	11523200	1958-07-30	138	A
USGS	11523200	1958-07-31	133	A
USGS	11523200	1958-08-01	124	A
USGS	11523200	1958-08-02	124	A
USGS	11523200	1958-08-03	124	A
USGS	11523200	1958-08-04	114	A
USGS	11523200	1958-08-05	108	A
USGS	11523200	1958-08-06	105	A
USGS	11523200	1958-08-07	99.0	A
USGS	11523200	1958-08-08	96.0	A
USGS	11523200	1958-08-09	94.0	A
USGS	11523200	1958-08-10	92.0	A
USGS	11523200	1958-08-11	90.0	A
USGS	11523200	1958-08-12	87.0	A
USGS	11523200	1958-08-13	85.0	A
USGS	11523200	1958-08-14	82.0	A
USGS	11523200	1958-08-15	78.0	A
USGS	11523200	1958-08-16	76.0	A
USGS	11523200	1958-08-17	78.0	A
USGS	11523200	1958-08-18	78.0	A
USGS	11523200	1958-08-19	76.0	A
USGS	11523200	1958-08-20	80.0	A
USGS	11523200	1958-08-21	76.0	A
USGS	11523200	1958-08-22	73.0	A
USGS	11523200	1958-08-23	69.0	A
USGS	11523200	1958-08-24	65.0	A
USGS	11523200	1958-08-25	64.0	A
USGS	11523200	1958-08-26	64.0	A
USGS	11523200	1958-08-27	63.0	A
USGS	11523200	1958-08-28	61.0	A
USGS	11523200	1958-08-29	60.0	A
USGS	11523200	1958-08-30	60.0	A
USGS	11523200	1958-08-31	59.0	A
USGS	11523200	1958-09-01	59.0	A
USGS	11523200	1958-09-02	56.0	A
USGS	11523200	1958-09-03	56.0	A
USGS	11523200	1958-09-04	56.0	A
USGS	11523200	1958-09-05	55.0	A
USGS	11523200	1958-09-06	53.0	A
USGS	11523200	1958-09-07	53.0	A
USGS	11523200	1958-09-08	63.0	A
USGS	11523200	1958-09-09	63.0	A
USGS	11523200	1958-09-10	59.0	A
USGS	11523200	1958-09-11	57.0	A
USGS	11523200	1958-09-12	57.0	A
USGS	11523200	1958-09-13	60.0	A
USGS	11523200	1958-09-14	59.0	A
USGS	11523200	1958-09-15	56.0	A
USGS	11523200	1958-09-16	55.0	A
USGS	11523200	1958-09-17	55.0	A
USGS	11523200	1958-09-18	53.0	A
USGS	11523200	1958-09-19	52.0	A
USGS	11523200	1958-09-20	51.0	A
USGS	11523200	1958-09-21	49.0	A
USGS	11523200	1958-09-22	55.0	A
USGS	11523200	1958-09-23	65.0	A
USGS	11523200	1958-09-24	59.0	A
USGS	11523200	1958-09-25	56.0	A
USGS	11523200	1958-09-26	53.0	A
USGS	11523200	1958-09-27	52.0	A
USGS	11523200	1958-09-28	51.0	A
USGS	11523200	1958-09-29	51.0	A
USGS	11523200	1958-09-30	49.0	A
USGS	11523200	1958-10-01	48.0	A
USGS	11523200	1958-10-02	47.0	A
USGS	11523200	1958-10-03	47.0	A
USGS	11523200	1958-10-04	45.0	A
USGS	11523200	1958-10-05	45.0	A
USGS	11523200	1958-10-06	45.0	A
USGS	11523200	1958-10-07	45.0	A
USGS	11523200	1958-10-08	45.0	A
USGS	11523200	1958-10-09	45.0	A
USGS	11523200	1958-10-10	45.0	A
USGS	11523200	1958-10-11	45.0	A
USGS	11523200	1958-10-12	45.0	A
USGS	11523200	1958-10-13	44.0	A
USGS	11523200	1958-10-14	44.0	A
USGS	11523200	1958-10-15	43.0	A
USGS	11523200	1958-10-16	43.0	A
USGS	11523200	1958-10-17	44.0	A
USGS	11523200	1958-10-18	49.0	A
USGS	11523200	1958-10-19	61.0	A
USGS	11523200	1958-10-20	56.0	A
USGS	11523200	1958-10-21	52.0	A
USGS	11523200	1958-10-22	49.0	A
USGS	11523200	1958-10-23	49.0	A
USGS	11523200	1958-10-24	49.0	A
USGS	11523200	1958-10-25	49.0	A
USGS	11523200	1958-10-26	49.0	A
USGS	11523200	1958-10-27	47.0	A
USGS	11523200	1958-10-28	47.0	A
USGS	11523200	1958-10-29	45.0	A
USGS	11523200	1958-10-30	45.0	A
USGS	11523200	1958-10-31	45.0	A
USGS	11523200	1958-11-01	49.0	A
USGS	11523200	1958-11-02	49.0	A
USGS	11523200	1958-11-03	47.0	A
USGS	11523200	1958-11-04	47.0	A
USGS	11523200	1958-11-05	47.0	A
USGS	11523200	1958-11-06	45.0	A
USGS	11523200	1958-11-07	45.0	A
USGS	11523200	1958-11-08	45.0	A
USGS	11523200	1958-11-09	52.0	A
USGS	11523200	1958-11-10	65.0	A
USGS	11523200	1958-11-11	55.0	A
USGS	11523200	1958-11-12	51.0	A
USGS	11523200	1958-11-13	76.0	A
USGS	11523200	1958-11-14	90.0	A
USGS	11523200	1958-11-15	64.0	A
USGS	11523200	1958-11-16	56.0	A
USGS	11523200	1958-11-17	53.0	A
USGS	11523200	1958-11-18	56.0	A
USGS	11523200	1958-11-19	63.0	A
USGS	11523200	1958-11-20	74.0	A
USGS	11523200	1958-11-21	71.0	A
USGS	11523200	1958-11-22	64.0	A
USGS	11523200	1958-11-23	61.0	A
USGS	11523200	1958-11-24	60.0	A
USGS	11523200	1958-11-25	59.0	A
USGS	11523200	1958-11-26	56.0	A
USGS	11523200	1958-11-27	55.0	A
USGS	11523200	1958-11-28	52.0	A
USGS	11523200	1958-11-29	52.0	A
USGS	11523200	1958-11-30	52.0	A
USGS	11523200	1958-12-01	52.0	A
USGS	11523200	1958-12-02	55.0	A
USGS	11523200	1958-12-03	55.0	A
USGS	11523200	1958-12-04	55.0	A
USGS	11523200	1958-12-05	53.0	A
USGS	11523200	1958-12-06	52.0	A
USGS	11523200	1958-12-07	52.0	A
USGS	11523200	1958-12-08	53.0	A
USGS	11523200	1958-12-09	53.0	A
USGS	11523200	1958-12-10	53.0	A
USGS	11523200	1958-12-11	53.0	A
USGS	11523200	1958-12-12	52.0	A
USGS	11523200	1958-12-13	51.0	A
USGS	11523200	1958-12-14	49.0	A
USGS	11523200	1958-12-15	48.0	A
USGS	11523200	1958-12-16	47.0	A
USGS	11523200	1958-12-17	47.0	A
USGS	11523200	1958-12-18	48.0	A
USGS	11523200	1958-12-19	48.0	A
USGS	11523200	1958-12-20	52.0	A
USGS	11523200	1958-12-21	65.0	A
USGS	11523200	1958-12-22	56.0	A
USGS	11523200	1958-12-23	53.0	A
USGS	11523200	1958-12-24	64.0	A
USGS	11523200	1958-12-25	78.0	A
USGS	11523200	1958-12-26	101	A
USGS	11523200	1958-12-27	108	A
USGS	11523200	1958-12-28	90.0	A
USGS	11523200	1958-12-29	78.0	A
USGS	11523200	1958-12-30	89.0	A
USGS	11523200	1958-12-31	90.0	A
USGS	11523200	1959-01-01	85.0	A
USGS	11523200	1959-01-02	76.0	A
USGS	11523200	1959-01-03	63.0	A
USGS	11523200	1959-01-04	64.0	A
USGS	11523200	1959-01-05	65.0	A
USGS	11523200	1959-01-06	107	A
USGS	11523200	1959-01-07	211	A
USGS	11523200	1959-01-08	778	A
USGS	11523200	1959-01-09	861	A
USGS	11523200	1959-01-10	1170	A
USGS	11523200	1959-01-11	2970	A
USGS	11523200	1959-01-12	6760	A
USGS	11523200	1959-01-13	1770	A
USGS	11523200	1959-01-14	899	A
USGS	11523200	1959-01-15	659	A
USGS	11523200	1959-01-16	590	A
USGS	11523200	1959-01-17	616	A
USGS	11523200	1959-01-18	579	A
USGS	11523200	1959-01-19	513	A
USGS	11523200	1959-01-20	456	A
USGS	11523200	1959-01-21	399	A
USGS	11523200	1959-01-22	350	A
USGS	11523200	1959-01-23	318	A
USGS	11523200	1959-01-24	350	A
USGS	11523200	1959-01-25	399	A
USGS	11523200	1959-01-26	395	A
USGS	11523200	1959-01-27	563	A
USGS	11523200	1959-01-28	670	A
USGS	11523200	1959-01-29	521	A
USGS	11523200	1959-01-30	444	A
USGS	11523200	1959-01-31	379	A
USGS	11523200	1959-02-01	344	A
USGS	11523200	1959-02-02	319	A
USGS	11523200	1959-02-03	297	A
USGS	11523200	1959-02-04	293	A
USGS	11523200	1959-02-05	293	A
USGS	11523200	1959-02-06	290	A
USGS	11523200	1959-02-07	275	A
USGS	11523200	1959-02-08	257	A
USGS	11523200	1959-02-09	253	A
USGS	11523200	1959-02-10	251	A
USGS	11523200	1959-02-11	232	A
USGS	11523200	1959-02-12	216	A
USGS	11523200	1959-02-13	216	A
USGS	11523200	1959-02-14	219	A
USGS	11523200	1959-02-15	264	A
USGS	11523200	1959-02-16	735	A
USGS	11523200	1959-02-17	712	A
USGS	11523200	1959-02-18	692	A
USGS	11523200	1959-02-19	559	A
USGS	11523200	1959-02-20	499	A
USGS	11523200	1959-02-21	442	A
USGS	11523200	1959-02-22	399	A
USGS	11523200	1959-02-23	362	A
USGS	11523200	1959-02-24	344	A
USGS	11523200	1959-02-25	344	A
USGS	11523200	1959-02-26	362	A
USGS	11523200	1959-02-27	406	A
USGS	11523200	1959-02-28	513	A
USGS	11523200	1959-03-01	651	A
USGS	11523200	1959-03-02	734	A
USGS	11523200	1959-03-03	762	A
USGS	11523200	1959-03-04	697	A
USGS	11523200	1959-03-05	674	A
USGS	11523200	1959-03-06	678	A
USGS	11523200	1959-03-07	665	A
USGS	11523200	1959-03-08	628	A
USGS	11523200	1959-03-09	600	A
USGS	11523200	1959-03-10	568	A
USGS	11523200	1959-03-11	540	A
USGS	11523200	1959-03-12	600	A
USGS	11523200	1959-03-13	637	A
USGS	11523200	1959-03-14	582	A
USGS	11523200	1959-03-15	549	A
USGS	11523200	1959-03-16	586	A
USGS	11523200	1959-03-17	655	A
USGS	11523200	1959-03-18	642	A
USGS	11523200	1959-03-19	573	A
USGS	11523200	1959-03-20	549	A
USGS	11523200	1959-03-21	586	A
USGS	11523200	1959-03-22	582	A
USGS	11523200	1959-03-23	549	A
USGS	11523200	1959-03-24	490	A
USGS	11523200	1959-03-25	471	A
USGS	11523200	1959-03-26	468	A
USGS	11523200	1959-03-27	446	A
USGS	11523200	1959-03-28	446	A
USGS	11523200	1959-03-29	446	A
USGS	11523200	1959-03-30	471	A
USGS	11523200	1959-03-31	460	A
USGS	11523200	1959-04-01	609	A
USGS	11523200	1959-04-02	888	A
USGS	11523200	1959-04-03	1170	A
USGS	11523200	1959-04-04	1500	A
USGS	11523200	1959-04-05	1650	A
USGS	11523200	1959-04-06	1480	A
USGS	11523200	1959-04-07	1180	A
USGS	11523200	1959-04-08	1030	A
USGS	11523200	1959-04-09	996	A
USGS	11523200	1959-04-10	1020	A
USGS	11523200	1959-04-11	1110	A
USGS	11523200	1959-04-12	1150	A
USGS	11523200	1959-04-13	1040	A
USGS	11523200	1959-04-14	960	A
USGS	11523200	1959-04-15	899	A
USGS	11523200	1959-04-16	811	A
USGS	11523200	1959-04-17	773	A
USGS	11523200	1959-04-18	712	A
USGS	11523200	1959-04-19	701	A
USGS	11523200	1959-04-20	762	A
USGS	11523200	1959-04-21	866	A
USGS	11523200	1959-04-22	949	A
USGS	11523200	1959-04-23	1050	A
USGS	11523200	1959-04-24	1210	A
USGS	11523200	1959-04-25	1350	A
USGS	11523200	1959-04-26	1160	A
USGS	11523200	1959-04-27	927	A
USGS	11523200	1959-04-28	855	A
USGS	11523200	1959-04-29	927	A
USGS	11523200	1959-04-30	949	A
USGS	11523200	1959-05-01	866	A
USGS	11523200	1959-05-02	707	A
USGS	11523200	1959-05-03	623	A
USGS	11523200	1959-05-04	573	A
USGS	11523200	1959-05-05	582	A
USGS	11523200	1959-05-06	623	A
USGS	11523200	1959-05-07	697	A
USGS	11523200	1959-05-08	762	A
USGS	11523200	1959-05-09	762	A
USGS	11523200	1959-05-10	789	A
USGS	11523200	1959-05-11	861	A
USGS	11523200	1959-05-12	1040	A
USGS	11523200	1959-05-13	1160	A
USGS	11523200	1959-05-14	1220	A
USGS	11523200	1959-05-15	894	A
USGS	11523200	1959-05-16	740	A
USGS	11523200	1959-05-17	678	A
USGS	11523200	1959-05-18	600	A
USGS	11523200	1959-05-19	549	A
USGS	11523200	1959-05-20	526	A
USGS	11523200	1959-05-21	540	A
USGS	11523200	1959-05-22	531	A
USGS	11523200	1959-05-23	554	A
USGS	11523200	1959-05-24	591	A
USGS	11523200	1959-05-25	596	A
USGS	11523200	1959-05-26	554	A
USGS	11523200	1959-05-27	494	A
USGS	11523200	1959-05-28	453	A
USGS	11523200	1959-05-29	439	A
USGS	11523200	1959-05-30	439	A
USGS	11523200	1959-05-31	453	A
USGS	11523200	1959-06-01	494	A
USGS	11523200	1959-06-02	503	A
USGS	11523200	1959-06-03	471	A
USGS	11523200	1959-06-04	464	A
USGS	11523200	1959-06-05	464	A
USGS	11523200	1959-06-06	428	A
USGS	11523200	1959-06-07	377	A
USGS	11523200	1959-06-08	351	A
USGS	11523200	1959-06-09	330	A
USGS	11523200	1959-06-10	308	A
USGS	11523200	1959-06-11	308	A
USGS	11523200	1959-06-12	315	A
USGS	11523200	1959-06-13	308	A
USGS	11523200	1959-06-14	272	A
USGS	11523200	1959-06-15	248	A
USGS	11523200	1959-06-16	237	A
USGS	11523200	1959-06-17	224	A
USGS	11523200	1959-06-18	227	A
USGS	11523200	1959-06-19	227	A
USGS	11523200	1959-06-20	219	A
USGS	11523200	1959-06-21	206	A
USGS	11523200	1959-06-22	187	A
USGS	11523200	1959-06-23	171	A
USGS	11523200	1959-06-24	160	A
USGS	11523200	1959-06-25	152	A
USGS	11523200	1959-06-26	150	A
USGS	11523200	1959-06-27	137	A
USGS	11523200	1959-06-28	126	A
USGS	11523200	1959-06-29	120	A
USGS	11523200	1959-06-30	114	A
USGS	11523200	1959-07-01	112	A
USGS	11523200	1959-07-02	105	A
USGS	11523200	1959-07-03	100	A
USGS	11523200	1959-07-04	97.0	A
USGS	11523200	1959-07-05	97.0	A
USGS	11523200	1959-07-06	95.0	A
USGS	11523200	1959-07-07	94.0	A
USGS	11523200	1959-07-08	89.0	A
USGS	11523200	1959-07-09	82.0	A
USGS	11523200	1959-07-10	78.0	A
USGS	11523200	1959-07-11	75.0	A
USGS	11523200	1959-07-12	73.0	A
USGS	11523200	1959-07-13	70.0	A
USGS	11523200	1959-07-14	68.0	A
USGS	11523200	1959-07-15	66.0	A
USGS	11523200	1959-07-16	65.0	A
USGS	11523200	1959-07-17	64.0	A
USGS	11523200	1959-07-18	61.0	A
USGS	11523200	1959-07-19	60.0	A
USGS	11523200	1959-07-20	58.0	A
USGS	11523200	1959-07-21	56.0	A
USGS	11523200	1959-07-22	53.0	A
USGS	11523200	1959-07-23	52.0	A
USGS	11523200	1959-07-24	52.0	A
USGS	11523200	1959-07-25	50.0	A
USGS	11523200	1959-07-26	50.0	A
USGS	11523200	1959-07-27	49.0	A
USGS	11523200	1959-07-28	48.0	A
USGS	11523200	1959-07-29	46.0	A
USGS	11523200	1959-07-30	46.0	A
USGS	11523200	1959-07-31	44.0	A
USGS	11523200	1959-08-01	41.0	A
USGS	11523200	1959-08-02	42.0	A
USGS	11523200	1959-08-03	43.0	A
USGS	11523200	1959-08-04	43.0	A
USGS	11523200	1959-08-05	43.0	A
USGS	11523200	1959-08-06	42.0	A
USGS	11523200	1959-08-07	41.0	A
USGS	11523200	1959-08-08	41.0	A
USGS	11523200	1959-08-09	41.0	A
USGS	11523200	1959-08-10	39.0	A
USGS	11523200	1959-08-11	39.0	A
USGS	11523200	1959-08-12	39.0	A
USGS	11523200	1959-08-13	41.0	A
USGS	11523200	1959-08-14	39.0	A
USGS	11523200	1959-08-15	39.0	A
USGS	11523200	1959-08-16	38.0	A
USGS	11523200	1959-08-17	38.0	A
USGS	11523200	1959-08-18	39.0	A
USGS	11523200	1959-08-19	39.0	A
USGS	11523200	1959-08-20	46.0	A
USGS	11523200	1959-08-21	54.0	A
USGS	11523200	1959-08-22	48.0	A
USGS	11523200	1959-08-23	44.0	A
USGS	11523200	1959-08-24	41.0	A
USGS	11523200	1959-08-25	41.0	A
USGS	11523200	1959-08-26	39.0	A
USGS	11523200	1959-08-27	38.0	A
USGS	11523200	1959-08-28	38.0	A
USGS	11523200	1959-08-29	38.0	A
USGS	11523200	1959-08-30	38.0	A
USGS	11523200	1959-08-31	37.0	A
USGS	11523200	1959-09-01	36.0	A
USGS	11523200	1959-09-02	35.0	A
USGS	11523200	1959-09-03	34.0	A
USGS	11523200	1959-09-04	34.0	A
USGS	11523200	1959-09-05	36.0	A
USGS	11523200	1959-09-06	37.0	A
