"HY" "CFS" "Month" "Day" "Year" "YMD"
"1" "HY1912" 184 "10" "01" "1912" 1912-10-01
"2" "HY1912" 190 "10" "02" "1912" 1912-10-02
"3" "HY1912" 202 "10" "03" "1912" 1912-10-03
"4" "HY1912" 190 "10" "04" "1912" 1912-10-04
"5" "HY1912" 190 "10" "05" "1912" 1912-10-05
"6" "HY1912" 187 "10" "06" "1912" 1912-10-06
"7" "HY1912" 178 "10" "07" "1912" 1912-10-07
"8" "HY1912" 175 "10" "08" "1912" 1912-10-08
"9" "HY1912" 233 "10" "09" "1912" 1912-10-09
"10" "HY1912" 236 "10" "10" "1912" 1912-10-10
"11" "HY1912" 216 "10" "11" "1912" 1912-10-11
"12" "HY1912" 208 "10" "12" "1912" 1912-10-12
"13" "HY1912" 208 "10" "13" "1912" 1912-10-13
"14" "HY1912" 279 "10" "14" "1912" 1912-10-14
"15" "HY1912" 244 "10" "15" "1912" 1912-10-15
"16" "HY1912" 212 "10" "16" "1912" 1912-10-16
"17" "HY1912" 212 "10" "17" "1912" 1912-10-17
"18" "HY1912" 205 "10" "18" "1912" 1912-10-18
"19" "HY1912" 208 "10" "19" "1912" 1912-10-19
"20" "HY1912" 190 "10" "20" "1912" 1912-10-20
"21" "HY1912" 181 "10" "21" "1912" 1912-10-21
"22" "HY1912" 178 "10" "22" "1912" 1912-10-22
"23" "HY1912" 187 "10" "23" "1912" 1912-10-23
"24" "HY1912" 187 "10" "24" "1912" 1912-10-24
"25" "HY1912" 193 "10" "25" "1912" 1912-10-25
"26" "HY1912" 199 "10" "26" "1912" 1912-10-26
"27" "HY1912" 236 "10" "27" "1912" 1912-10-27
"28" "HY1912" 244 "10" "28" "1912" 1912-10-28
"29" "HY1912" 233 "10" "29" "1912" 1912-10-29
"30" "HY1912" 212 "10" "30" "1912" 1912-10-30
"31" "HY1912" 196 "10" "31" "1912" 1912-10-31
"32" "HY1912" 196 "11" "01" "1912" 1912-11-01
"33" "HY1912" 196 "11" "02" "1912" 1912-11-02
"34" "HY1912" 190 "11" "03" "1912" 1912-11-03
"35" "HY1912" 193 "11" "04" "1912" 1912-11-04
"36" "HY1912" 190 "11" "05" "1912" 1912-11-05
"37" "HY1912" 187 "11" "06" "1912" 1912-11-06
"38" "HY1912" 202 "11" "07" "1912" 1912-11-07
"39" "HY1912" 202 "11" "08" "1912" 1912-11-08
"40" "HY1912" 205 "11" "09" "1912" 1912-11-09
"41" "HY1912" 202 "11" "10" "1912" 1912-11-10
"42" "HY1912" 236 "11" "11" "1912" 1912-11-11
"43" "HY1912" 212 "11" "12" "1912" 1912-11-12
"44" "HY1912" 216 "11" "13" "1912" 1912-11-13
"45" "HY1912" 222 "11" "14" "1912" 1912-11-14
"46" "HY1912" 216 "11" "15" "1912" 1912-11-15
"47" "HY1912" 324 "11" "16" "1912" 1912-11-16
"48" "HY1912" 315 "11" "17" "1912" 1912-11-17
"49" "HY1912" 222 "11" "18" "1912" 1912-11-18
"50" "HY1912" 233 "11" "19" "1912" 1912-11-19
"51" "HY1912" 236 "11" "20" "1912" 1912-11-20
"52" "HY1912" 240 "11" "21" "1912" 1912-11-21
"53" "HY1912" 233 "11" "22" "1912" 1912-11-22
"54" "HY1912" 230 "11" "23" "1912" 1912-11-23
"55" "HY1912" 236 "11" "24" "1912" 1912-11-24
"56" "HY1912" 233 "11" "25" "1912" 1912-11-25
"57" "HY1912" 236 "11" "26" "1912" 1912-11-26
"58" "HY1912" 233 "11" "27" "1912" 1912-11-27
"59" "HY1912" 219 "11" "28" "1912" 1912-11-28
"60" "HY1912" 219 "11" "29" "1912" 1912-11-29
"61" "HY1912" 199 "11" "30" "1912" 1912-11-30
"62" "HY1912" 187 "12" "01" "1912" 1912-12-01
"63" "HY1912" 187 "12" "02" "1912" 1912-12-02
"64" "HY1912" 199 "12" "03" "1912" 1912-12-03
"65" "HY1912" 202 "12" "04" "1912" 1912-12-04
"66" "HY1912" 199 "12" "05" "1912" 1912-12-05
"67" "HY1912" 268 "12" "06" "1912" 1912-12-06
"68" "HY1912" 307 "12" "07" "1912" 1912-12-07
"69" "HY1912" 279 "12" "08" "1912" 1912-12-08
"70" "HY1912" 247 "12" "09" "1912" 1912-12-09
"71" "HY1912" 258 "12" "10" "1912" 1912-12-10
"72" "HY1912" 236 "12" "11" "1912" 1912-12-11
"73" "HY1912" 216 "12" "12" "1912" 1912-12-12
"74" "HY1912" 208 "12" "13" "1912" 1912-12-13
"75" "HY1912" 202 "12" "14" "1912" 1912-12-14
"76" "HY1912" 208 "12" "15" "1912" 1912-12-15
"77" "HY1912" 216 "12" "16" "1912" 1912-12-16
"78" "HY1912" 236 "12" "17" "1912" 1912-12-17
"79" "HY1912" 226 "12" "18" "1912" 1912-12-18
"80" "HY1912" 219 "12" "19" "1912" 1912-12-19
"81" "HY1912" 216 "12" "20" "1912" 1912-12-20
"82" "HY1912" 216 "12" "21" "1912" 1912-12-21
"83" "HY1912" 202 "12" "22" "1912" 1912-12-22
"84" "HY1912" 208 "12" "23" "1912" 1912-12-23
"85" "HY1912" 208 "12" "24" "1912" 1912-12-24
"86" "HY1912" 202 "12" "25" "1912" 1912-12-25
"87" "HY1912" 205 "12" "26" "1912" 1912-12-26
"88" "HY1912" 205 "12" "27" "1912" 1912-12-27
"89" "HY1912" 222 "12" "28" "1912" 1912-12-28
"90" "HY1912" 254 "12" "29" "1912" 1912-12-29
"91" "HY1912" 279 "12" "30" "1912" 1912-12-30
"92" "HY1912" 295 "12" "31" "1912" 1912-12-31
"93" "HY1912" 240 "01" "01" "1912" 1912-01-01
"94" "HY1912" 261 "01" "02" "1912" 1912-01-02
"95" "HY1912" 205 "01" "03" "1912" 1912-01-03
"96" "HY1912" 240 "01" "04" "1912" 1912-01-04
"97" "HY1912" 261 "01" "05" "1912" 1912-01-05
"98" "HY1912" 268 "01" "06" "1912" 1912-01-06
"99" "HY1912" 258 "01" "07" "1912" 1912-01-07
"100" "HY1912" 356 "01" "08" "1912" 1912-01-08
"101" "HY1912" 380 "01" "09" "1912" 1912-01-09
"102" "HY1912" 410 "01" "10" "1912" 1912-01-10
"103" "HY1912" 405 "01" "11" "1912" 1912-01-11
"104" "HY1912" 400 "01" "12" "1912" 1912-01-12
"105" "HY1912" 1140 "01" "13" "1912" 1912-01-13
"106" "HY1912" 905 "01" "14" "1912" 1912-01-14
"107" "HY1912" 668 "01" "15" "1912" 1912-01-15
"108" "HY1912" 1180 "01" "16" "1912" 1912-01-16
"109" "HY1912" 835 "01" "17" "1912" 1912-01-17
"110" "HY1912" 870 "01" "18" "1912" 1912-01-18
"111" "HY1912" 800 "01" "19" "1912" 1912-01-19
"112" "HY1912" 700 "01" "20" "1912" 1912-01-20
"113" "HY1912" 700 "01" "21" "1912" 1912-01-21
"114" "HY1912" 765 "01" "22" "1912" 1912-01-22
"115" "HY1912" 800 "01" "23" "1912" 1912-01-23
"116" "HY1912" 1300 "01" "24" "1912" 1912-01-24
"117" "HY1912" 9960 "01" "25" "1912" 1912-01-25
"118" "HY1912" 6680 "01" "26" "1912" 1912-01-26
"119" "HY1912" 3660 "01" "27" "1912" 1912-01-27
"120" "HY1912" 2110 "01" "28" "1912" 1912-01-28
"121" "HY1912" 2000 "01" "29" "1912" 1912-01-29
"122" "HY1912" 1440 "01" "30" "1912" 1912-01-30
"123" "HY1912" 1060 "01" "31" "1912" 1912-01-31
"124" "HY1912" 765 "02" "01" "1912" 1912-02-01
"125" "HY1912" 765 "02" "02" "1912" 1912-02-02
"126" "HY1912" 732 "02" "03" "1912" 1912-02-03
"127" "HY1912" 732 "02" "04" "1912" 1912-02-04
"128" "HY1912" 800 "02" "05" "1912" 1912-02-05
"129" "HY1912" 870 "02" "06" "1912" 1912-02-06
"130" "HY1912" 942 "02" "07" "1912" 1912-02-07
"131" "HY1912" 1390 "02" "08" "1912" 1912-02-08
"132" "HY1912" 1440 "02" "09" "1912" 1912-02-09
"133" "HY1912" 1780 "02" "10" "1912" 1912-02-10
"134" "HY1912" 1780 "02" "11" "1912" 1912-02-11
"135" "HY1912" 1440 "02" "12" "1912" 1912-02-12
"136" "HY1912" 1780 "02" "13" "1912" 1912-02-13
"137" "HY1912" 1390 "02" "14" "1912" 1912-02-14
"138" "HY1912" 1140 "02" "15" "1912" 1912-02-15
"139" "HY1912" 1220 "02" "16" "1912" 1912-02-16
"140" "HY1912" 3660 "02" "17" "1912" 1912-02-17
"141" "HY1912" 5000 "02" "18" "1912" 1912-02-18
"142" "HY1912" 4090 "02" "19" "1912" 1912-02-19
"143" "HY1912" 2350 "02" "20" "1912" 1912-02-20
"144" "HY1912" 1890 "02" "21" "1912" 1912-02-21
"145" "HY1912" 1480 "02" "22" "1912" 1912-02-22
"146" "HY1912" 1300 "02" "23" "1912" 1912-02-23
"147" "HY1912" 1100 "02" "24" "1912" 1912-02-24
"148" "HY1912" 1060 "02" "25" "1912" 1912-02-25
"149" "HY1912" 1060 "02" "26" "1912" 1912-02-26
"150" "HY1912" 1100 "02" "27" "1912" 1912-02-27
"151" "HY1912" 1020 "02" "28" "1912" 1912-02-28
"152" "HY1912" 835 "03" "01" "1912" 1912-03-01
"153" "HY1912" 835 "03" "02" "1912" 1912-03-02
"154" "HY1912" 835 "03" "03" "1912" 1912-03-03
"155" "HY1912" 835 "03" "04" "1912" 1912-03-04
"156" "HY1912" 942 "03" "05" "1912" 1912-03-05
"157" "HY1912" 1780 "03" "06" "1912" 1912-03-06
"158" "HY1912" 1390 "03" "07" "1912" 1912-03-07
"159" "HY1912" 1100 "03" "08" "1912" 1912-03-08
"160" "HY1912" 1580 "03" "09" "1912" 1912-03-09
"161" "HY1912" 1240 "03" "10" "1912" 1912-03-10
"162" "HY1912" 1140 "03" "11" "1912" 1912-03-11
"163" "HY1912" 1340 "03" "12" "1912" 1912-03-12
"164" "HY1912" 1390 "03" "13" "1912" 1912-03-13
"165" "HY1912" 1340 "03" "14" "1912" 1912-03-14
"166" "HY1912" 1390 "03" "15" "1912" 1912-03-15
"167" "HY1912" 2000 "03" "16" "1912" 1912-03-16
"168" "HY1912" 1580 "03" "17" "1912" 1912-03-17
"169" "HY1912" 1580 "03" "18" "1912" 1912-03-18
"170" "HY1912" 1580 "03" "19" "1912" 1912-03-19
"171" "HY1912" 1440 "03" "20" "1912" 1912-03-20
"172" "HY1912" 1300 "03" "21" "1912" 1912-03-21
"173" "HY1912" 1390 "03" "22" "1912" 1912-03-22
"174" "HY1912" 1300 "03" "23" "1912" 1912-03-23
"175" "HY1912" 1480 "03" "24" "1912" 1912-03-24
"176" "HY1912" 1480 "03" "25" "1912" 1912-03-25
"177" "HY1912" 1680 "03" "26" "1912" 1912-03-26
"178" "HY1912" 1890 "03" "27" "1912" 1912-03-27
"179" "HY1912" 2230 "03" "28" "1912" 1912-03-28
"180" "HY1912" 2350 "03" "29" "1912" 1912-03-29
"181" "HY1912" 2350 "03" "30" "1912" 1912-03-30
"182" "HY1912" 2000 "03" "31" "1912" 1912-03-31
"183" "HY1912" 1890 "04" "01" "1912" 1912-04-01
"184" "HY1912" 2000 "04" "02" "1912" 1912-04-02
"185" "HY1912" 2230 "04" "03" "1912" 1912-04-03
"186" "HY1912" 2230 "04" "04" "1912" 1912-04-04
"187" "HY1912" 1890 "04" "05" "1912" 1912-04-05
"188" "HY1912" 1780 "04" "06" "1912" 1912-04-06
"189" "HY1912" 2000 "04" "07" "1912" 1912-04-07
"190" "HY1912" 1780 "04" "08" "1912" 1912-04-08
"191" "HY1912" 1780 "04" "09" "1912" 1912-04-09
"192" "HY1912" 3120 "04" "10" "1912" 1912-04-10
"193" "HY1912" 2730 "04" "11" "1912" 1912-04-11
"194" "HY1912" 2350 "04" "12" "1912" 1912-04-12
"195" "HY1912" 2000 "04" "13" "1912" 1912-04-13
"196" "HY1912" 1890 "04" "14" "1912" 1912-04-14
"197" "HY1912" 1890 "04" "15" "1912" 1912-04-15
"198" "HY1912" 1780 "04" "16" "1912" 1912-04-16
"199" "HY1912" 1680 "04" "17" "1912" 1912-04-17
"200" "HY1912" 1780 "04" "18" "1912" 1912-04-18
"201" "HY1912" 1780 "04" "19" "1912" 1912-04-19
"202" "HY1912" 1680 "04" "20" "1912" 1912-04-20
"203" "HY1912" 1680 "04" "21" "1912" 1912-04-21
"204" "HY1912" 1480 "04" "22" "1912" 1912-04-22
"205" "HY1912" 1580 "04" "23" "1912" 1912-04-23
"206" "HY1912" 1480 "04" "24" "1912" 1912-04-24
"207" "HY1912" 1300 "04" "25" "1912" 1912-04-25
"208" "HY1912" 1220 "04" "26" "1912" 1912-04-26
"209" "HY1912" 1260 "04" "27" "1912" 1912-04-27
"210" "HY1912" 1300 "04" "28" "1912" 1912-04-28
"211" "HY1912" 3520 "04" "29" "1912" 1912-04-29
"212" "HY1912" 3380 "04" "30" "1912" 1912-04-30
"213" "HY1912" 5320 "05" "01" "1912" 1912-05-01
"214" "HY1912" 4090 "05" "02" "1912" 1912-05-02
"215" "HY1912" 3250 "05" "03" "1912" 1912-05-03
"216" "HY1912" 2860 "05" "04" "1912" 1912-05-04
"217" "HY1912" 3520 "05" "05" "1912" 1912-05-05
"218" "HY1912" 3660 "05" "06" "1912" 1912-05-06
"219" "HY1912" 3800 "05" "07" "1912" 1912-05-07
"220" "HY1912" 4390 "05" "08" "1912" 1912-05-08
"221" "HY1912" 4390 "05" "09" "1912" 1912-05-09
"222" "HY1912" 5640 "05" "10" "1912" 1912-05-10
"223" "HY1912" 5000 "05" "11" "1912" 1912-05-11
"224" "HY1912" 5640 "05" "12" "1912" 1912-05-12
"225" "HY1912" 5810 "05" "13" "1912" 1912-05-13
"226" "HY1912" 5480 "05" "14" "1912" 1912-05-14
"227" "HY1912" 5640 "05" "15" "1912" 1912-05-15
"228" "HY1912" 5320 "05" "16" "1912" 1912-05-16
"229" "HY1912" 5000 "05" "17" "1912" 1912-05-17
"230" "HY1912" 5000 "05" "18" "1912" 1912-05-18
"231" "HY1912" 5000 "05" "19" "1912" 1912-05-19
"232" "HY1912" 6500 "05" "20" "1912" 1912-05-20
"233" "HY1912" 5980 "05" "21" "1912" 1912-05-21
"234" "HY1912" 5640 "05" "22" "1912" 1912-05-22
"235" "HY1912" 4240 "05" "23" "1912" 1912-05-23
"236" "HY1912" 4090 "05" "24" "1912" 1912-05-24
"237" "HY1912" 7650 "05" "25" "1912" 1912-05-25
"238" "HY1912" 9520 "05" "26" "1912" 1912-05-26
"239" "HY1912" 7850 "05" "27" "1912" 1912-05-27
"240" "HY1912" 6680 "05" "28" "1912" 1912-05-28
"241" "HY1912" 6500 "05" "29" "1912" 1912-05-29
"242" "HY1912" 6500 "05" "30" "1912" 1912-05-30
"243" "HY1912" 5320 "05" "31" "1912" 1912-05-31
"244" "HY1912" 5320 "06" "01" "1912" 1912-06-01
"245" "HY1912" 5640 "06" "02" "1912" 1912-06-02
"246" "HY1912" 5320 "06" "03" "1912" 1912-06-03
"247" "HY1912" 5640 "06" "04" "1912" 1912-06-04
"248" "HY1912" 5480 "06" "05" "1912" 1912-06-05
"249" "HY1912" 5480 "06" "06" "1912" 1912-06-06
"250" "HY1912" 5640 "06" "07" "1912" 1912-06-07
"251" "HY1912" 5000 "06" "08" "1912" 1912-06-08
"252" "HY1912" 4540 "06" "09" "1912" 1912-06-09
"253" "HY1912" 3800 "06" "10" "1912" 1912-06-10
"254" "HY1912" 4090 "06" "11" "1912" 1912-06-11
"255" "HY1912" 4090 "06" "12" "1912" 1912-06-12
"256" "HY1912" 3520 "06" "13" "1912" 1912-06-13
"257" "HY1912" 3250 "06" "14" "1912" 1912-06-14
"258" "HY1912" 2470 "06" "15" "1912" 1912-06-15
"259" "HY1912" 2470 "06" "16" "1912" 1912-06-16
"260" "HY1912" 2470 "06" "17" "1912" 1912-06-17
"261" "HY1912" 2350 "06" "18" "1912" 1912-06-18
"262" "HY1912" 2470 "06" "19" "1912" 1912-06-19
"263" "HY1912" 2350 "06" "20" "1912" 1912-06-20
"264" "HY1912" 2000 "06" "21" "1912" 1912-06-21
"265" "HY1912" 1890 "06" "22" "1912" 1912-06-22
"266" "HY1912" 2230 "06" "23" "1912" 1912-06-23
"267" "HY1912" 1890 "06" "24" "1912" 1912-06-24
"268" "HY1912" 1680 "06" "25" "1912" 1912-06-25
"269" "HY1912" 1780 "06" "26" "1912" 1912-06-26
"270" "HY1912" 1440 "06" "27" "1912" 1912-06-27
"271" "HY1912" 1580 "06" "28" "1912" 1912-06-28
"272" "HY1912" 1480 "06" "29" "1912" 1912-06-29
"273" "HY1912" 1390 "06" "30" "1912" 1912-06-30
"274" "HY1912" 1220 "07" "01" "1912" 1912-07-01
"275" "HY1912" 1260 "07" "02" "1912" 1912-07-02
"276" "HY1912" 1100 "07" "03" "1912" 1912-07-03
"277" "HY1912" 1100 "07" "04" "1912" 1912-07-04
"278" "HY1912" 1140 "07" "05" "1912" 1912-07-05
"279" "HY1912" 1140 "07" "06" "1912" 1912-07-06
"280" "HY1912" 1060 "07" "07" "1912" 1912-07-07
"281" "HY1912" 1060 "07" "08" "1912" 1912-07-08
"282" "HY1912" 1060 "07" "09" "1912" 1912-07-09
"283" "HY1912" 1020 "07" "10" "1912" 1912-07-10
"284" "HY1912" 980 "07" "11" "1912" 1912-07-11
"285" "HY1912" 980 "07" "12" "1912" 1912-07-12
"286" "HY1912" 905 "07" "13" "1912" 1912-07-13
"287" "HY1912" 905 "07" "14" "1912" 1912-07-14
"288" "HY1912" 800 "07" "15" "1912" 1912-07-15
"289" "HY1912" 849 "07" "16" "1912" 1912-07-16
"290" "HY1912" 835 "07" "17" "1912" 1912-07-17
"291" "HY1912" 700 "07" "18" "1912" 1912-07-18
"292" "HY1912" 765 "07" "19" "1912" 1912-07-19
"293" "HY1912" 700 "07" "20" "1912" 1912-07-20
"294" "HY1912" 515 "07" "21" "1912" 1912-07-21
"295" "HY1912" 460 "07" "22" "1912" 1912-07-22
"296" "HY1912" 515 "07" "23" "1912" 1912-07-23
"297" "HY1912" 488 "07" "24" "1912" 1912-07-24
"298" "HY1912" 460 "07" "25" "1912" 1912-07-25
"299" "HY1912" 410 "07" "26" "1912" 1912-07-26
"300" "HY1912" 410 "07" "27" "1912" 1912-07-27
"301" "HY1912" 410 "07" "28" "1912" 1912-07-28
"302" "HY1912" 360 "07" "29" "1912" 1912-07-29
"303" "HY1912" 338 "07" "30" "1912" 1912-07-30
"304" "HY1912" 360 "07" "31" "1912" 1912-07-31
"305" "HY1912" 315 "08" "01" "1912" 1912-08-01
"306" "HY1912" 338 "08" "02" "1912" 1912-08-02
"307" "HY1912" 351 "08" "03" "1912" 1912-08-03
"308" "HY1912" 338 "08" "04" "1912" 1912-08-04
"309" "HY1912" 275 "08" "05" "1912" 1912-08-05
"310" "HY1912" 295 "08" "06" "1912" 1912-08-06
"311" "HY1912" 275 "08" "07" "1912" 1912-08-07
"312" "HY1912" 275 "08" "08" "1912" 1912-08-08
"313" "HY1912" 295 "08" "09" "1912" 1912-08-09
"314" "HY1912" 275 "08" "10" "1912" 1912-08-10
"315" "HY1912" 275 "08" "11" "1912" 1912-08-11
"316" "HY1912" 258 "08" "12" "1912" 1912-08-12
"317" "HY1912" 275 "08" "13" "1912" 1912-08-13
"318" "HY1912" 240 "08" "14" "1912" 1912-08-14
"319" "HY1912" 212 "08" "15" "1912" 1912-08-15
"320" "HY1912" 240 "08" "16" "1912" 1912-08-16
"321" "HY1912" 240 "08" "17" "1912" 1912-08-17
"322" "HY1912" 240 "08" "18" "1912" 1912-08-18
"323" "HY1912" 222 "08" "19" "1912" 1912-08-19
"324" "HY1912" 205 "08" "20" "1912" 1912-08-20
"325" "HY1912" 205 "08" "21" "1912" 1912-08-21
"326" "HY1912" 205 "08" "22" "1912" 1912-08-22
"327" "HY1912" 205 "08" "23" "1912" 1912-08-23
"328" "HY1912" 205 "08" "24" "1912" 1912-08-24
"329" "HY1912" 190 "08" "25" "1912" 1912-08-25
"330" "HY1912" 175 "08" "26" "1912" 1912-08-26
"331" "HY1912" 175 "08" "27" "1912" 1912-08-27
"332" "HY1912" 175 "08" "28" "1912" 1912-08-28
"333" "HY1912" 175 "08" "29" "1912" 1912-08-29
"334" "HY1912" 175 "08" "30" "1912" 1912-08-30
"335" "HY1912" 175 "08" "31" "1912" 1912-08-31
"336" "HY1912" 175 "09" "01" "1912" 1912-09-01
"337" "HY1912" 175 "09" "02" "1912" 1912-09-02
"338" "HY1912" 190 "09" "03" "1912" 1912-09-03
"339" "HY1912" 275 "09" "04" "1912" 1912-09-04
"340" "HY1912" 315 "09" "05" "1912" 1912-09-05
"341" "HY1912" 1480 "09" "06" "1912" 1912-09-06
"342" "HY1912" 980 "09" "07" "1912" 1912-09-07
"343" "HY1912" 835 "09" "08" "1912" 1912-09-08
"344" "HY1912" 765 "09" "09" "1912" 1912-09-09
"345" "HY1912" 668 "09" "10" "1912" 1912-09-10
"346" "HY1912" 635 "09" "11" "1912" 1912-09-11
"347" "HY1912" 575 "09" "12" "1912" 1912-09-12
"348" "HY1912" 515 "09" "13" "1912" 1912-09-13
"349" "HY1912" 515 "09" "14" "1912" 1912-09-14
"350" "HY1912" 410 "09" "15" "1912" 1912-09-15
"351" "HY1912" 360 "09" "16" "1912" 1912-09-16
"352" "HY1912" 360 "09" "17" "1912" 1912-09-17
"353" "HY1912" 338 "09" "18" "1912" 1912-09-18
"354" "HY1912" 315 "09" "19" "1912" 1912-09-19
"355" "HY1912" 275 "09" "20" "1912" 1912-09-20
"356" "HY1912" 275 "09" "21" "1912" 1912-09-21
"357" "HY1912" 275 "09" "22" "1912" 1912-09-22
"358" "HY1912" 275 "09" "23" "1912" 1912-09-23
"359" "HY1912" 275 "09" "24" "1912" 1912-09-24
"360" "HY1912" 240 "09" "25" "1912" 1912-09-25
"361" "HY1912" 240 "09" "26" "1912" 1912-09-26
"362" "HY1912" 240 "09" "27" "1912" 1912-09-27
"363" "HY1912" 240 "09" "28" "1912" 1912-09-28
"364" "HY1912" 240 "09" "29" "1912" 1912-09-29
"365" "HY1912" 240 "09" "30" "1912" 1912-09-30
"366" "HY1913" 240 "10" "01" "1913" 1913-10-01
"367" "HY1913" 240 "10" "02" "1913" 1913-10-02
"368" "HY1913" 240 "10" "03" "1913" 1913-10-03
"369" "HY1913" 222 "10" "04" "1913" 1913-10-04
"370" "HY1913" 205 "10" "05" "1913" 1913-10-05
"371" "HY1913" 205 "10" "06" "1913" 1913-10-06
"372" "HY1913" 205 "10" "07" "1913" 1913-10-07
"373" "HY1913" 205 "10" "08" "1913" 1913-10-08
"374" "HY1913" 205 "10" "09" "1913" 1913-10-09
"375" "HY1913" 205 "10" "10" "1913" 1913-10-10
"376" "HY1913" 205 "10" "11" "1913" 1913-10-11
"377" "HY1913" 205 "10" "12" "1913" 1913-10-12
"378" "HY1913" 205 "10" "13" "1913" 1913-10-13
"379" "HY1913" 205 "10" "14" "1913" 1913-10-14
"380" "HY1913" 205 "10" "15" "1913" 1913-10-15
"381" "HY1913" 205 "10" "16" "1913" 1913-10-16
"382" "HY1913" 205 "10" "17" "1913" 1913-10-17
"383" "HY1913" 205 "10" "18" "1913" 1913-10-18
"384" "HY1913" 205 "10" "19" "1913" 1913-10-19
"385" "HY1913" 205 "10" "20" "1913" 1913-10-20
"386" "HY1913" 205 "10" "21" "1913" 1913-10-21
"387" "HY1913" 240 "10" "22" "1913" 1913-10-22
"388" "HY1913" 315 "10" "23" "1913" 1913-10-23
"389" "HY1913" 258 "10" "24" "1913" 1913-10-24
"390" "HY1913" 315 "10" "25" "1913" 1913-10-25
"391" "HY1913" 338 "10" "26" "1913" 1913-10-26
"392" "HY1913" 338 "10" "27" "1913" 1913-10-27
"393" "HY1913" 360 "10" "28" "1913" 1913-10-28
"394" "HY1913" 360 "10" "29" "1913" 1913-10-29
"395" "HY1913" 338 "10" "30" "1913" 1913-10-30
"396" "HY1913" 315 "10" "31" "1913" 1913-10-31
"397" "HY1913" 315 "11" "01" "1913" 1913-11-01
"398" "HY1913" 315 "11" "02" "1913" 1913-11-02
"399" "HY1913" 360 "11" "03" "1913" 1913-11-03
"400" "HY1913" 360 "11" "04" "1913" 1913-11-04
"401" "HY1913" 515 "11" "05" "1913" 1913-11-05
"402" "HY1913" 3250 "11" "06" "1913" 1913-11-06
"403" "HY1913" 1780 "11" "07" "1913" 1913-11-07
"404" "HY1913" 1180 "11" "08" "1913" 1913-11-08
"405" "HY1913" 4240 "11" "09" "1913" 1913-11-09
"406" "HY1913" 2990 "11" "10" "1913" 1913-11-10
"407" "HY1913" 1680 "11" "11" "1913" 1913-11-11
"408" "HY1913" 1580 "11" "12" "1913" 1913-11-12
"409" "HY1913" 1780 "11" "13" "1913" 1913-11-13
"410" "HY1913" 2990 "11" "14" "1913" 1913-11-14
"411" "HY1913" 2470 "11" "15" "1913" 1913-11-15
"412" "HY1913" 2110 "11" "16" "1913" 1913-11-16
"413" "HY1913" 1260 "11" "17" "1913" 1913-11-17
"414" "HY1913" 1220 "11" "18" "1913" 1913-11-18
"415" "HY1913" 1180 "11" "19" "1913" 1913-11-19
"416" "HY1913" 1140 "11" "20" "1913" 1913-11-20
"417" "HY1913" 1020 "11" "21" "1913" 1913-11-21
"418" "HY1913" 980 "11" "22" "1913" 1913-11-22
"419" "HY1913" 905 "11" "23" "1913" 1913-11-23
"420" "HY1913" 905 "11" "24" "1913" 1913-11-24
"421" "HY1913" 905 "11" "25" "1913" 1913-11-25
"422" "HY1913" 835 "11" "26" "1913" 1913-11-26
"423" "HY1913" 835 "11" "27" "1913" 1913-11-27
"424" "HY1913" 765 "11" "28" "1913" 1913-11-28
"425" "HY1913" 835 "11" "29" "1913" 1913-11-29
"426" "HY1913" 800 "11" "30" "1913" 1913-11-30
"427" "HY1913" 835 "12" "01" "1913" 1913-12-01
"428" "HY1913" 835 "12" "02" "1913" 1913-12-02
"429" "HY1913" 765 "12" "03" "1913" 1913-12-03
"430" "HY1913" 700 "12" "04" "1913" 1913-12-04
"431" "HY1913" 668 "12" "05" "1913" 1913-12-05
"432" "HY1913" 635 "12" "06" "1913" 1913-12-06
"433" "HY1913" 635 "12" "07" "1913" 1913-12-07
"434" "HY1913" 605 "12" "08" "1913" 1913-12-08
"435" "HY1913" 515 "12" "09" "1913" 1913-12-09
"436" "HY1913" 488 "12" "10" "1913" 1913-12-10
"437" "HY1913" 460 "12" "11" "1913" 1913-12-11
"438" "HY1913" 488 "12" "12" "1913" 1913-12-12
"439" "HY1913" 732 "12" "13" "1913" 1913-12-13
"440" "HY1913" 905 "12" "14" "1913" 1913-12-14
"441" "HY1913" 2000 "12" "15" "1913" 1913-12-15
"442" "HY1913" 2000 "12" "16" "1913" 1913-12-16
"443" "HY1913" 1440 "12" "17" "1913" 1913-12-17
"444" "HY1913" 1580 "12" "18" "1913" 1913-12-18
"445" "HY1913" 1390 "12" "19" "1913" 1913-12-19
"446" "HY1913" 1340 "12" "20" "1913" 1913-12-20
"447" "HY1913" 1140 "12" "21" "1913" 1913-12-21
"448" "HY1913" 1180 "12" "22" "1913" 1913-12-22
"449" "HY1913" 1140 "12" "23" "1913" 1913-12-23
"450" "HY1913" 1140 "12" "24" "1913" 1913-12-24
"451" "HY1913" 1020 "12" "25" "1913" 1913-12-25
"452" "HY1913" 835 "12" "26" "1913" 1913-12-26
"453" "HY1913" 765 "12" "27" "1913" 1913-12-27
"454" "HY1913" 700 "12" "28" "1913" 1913-12-28
"455" "HY1913" 732 "12" "29" "1913" 1913-12-29
"456" "HY1913" 1100 "12" "30" "1913" 1913-12-30
"457" "HY1913" 1100 "12" "31" "1913" 1913-12-31
"458" "HY1913" 980 "01" "01" "1913" 1913-01-01
"459" "HY1913" 980 "01" "02" "1913" 1913-01-02
